"EDMO record id","Name","Native name", "Abbreviation", "Address", "Address 2", "Zipcode", "City", "State", "Country", "Email", "Phone", "Fax", "Website", "URL", "Latitude", "Longitude"
"230","Ghent University, Faculty of Sciences, Department Geology and Soil Science, Renard Centre of Marine Geology"," ","RCMG","Krijgslaan 281 S8"," ","B-9000","Gent"," ","Belgium","Marc.Faure@UGent.be","+32 9 264 45 94","+32 9 264 49 67","http://www.rcmg.ugent.be/","https://edmo.seadatanet.org/report/230","51.025","3.7079"
"240","Universit� Libre de Bruxelles, Laboratory of Chemical Oceanography and Water Geochemistry"," "," ","Boulevard du Triomphe/Triomflaan, CP 208"," ","1050","Brussels"," ","Belgium","lei.chou@ulb.ac.be","+ 32-2-650.52.37 / 650.52.13","+ 32-2-650.52.28","http://www.ulb.ac.be/sciences/dste/ocean/","https://edmo.seadatanet.org/report/240","50.8181","4.3972"
"421","University of Li�ge, Laboratory of Oceanology"," "," ","Sart Tilman B 6"," ","B-4000","Li�ge"," ","Belgium","jm.bouquegneau@ulg.ac.be","+32 4 366.33.29","+32 4 366.33.25","http://www.ulg.ac.be/oceanbio/","https://edmo.seadatanet.org/report/421","50.5824","5.56626"
"422","Flanders Marine Institute","Vlaams Instituut voor de Zee","VLIZ","Jacobsenstraat 1"," ","8400","Oostende"," ","Belgium","data@vliz.be","+32 59 34 21 30","+32 59 34 21 31","http://www.vliz.be/","https://edmo.seadatanet.org/report/422","51.2327","2.9398"
"426","Royal Belgian Institute of Natural Sciences, Geological Survey of Belgium"," ","GSB","rue Jenner/Jennerstraat 13"," ","1000","Brussels"," ","Belgium","gsb@naturalsciences.be","+32 2 788 76 00","+32 2 647 73 59","http://www.naturalsciences.be/geology","https://edmo.seadatanet.org/report/426","50.8364","4.3781"
"428","Belgian Navy, Ministry of Defence, Research Centre of the Belgian Navy, Mine Warfare Datacentre"," ","EGUERMIN","3e en 23ste Linieregimentsplein"," ","8400","Oostende"," ","Belgium","dernavost@compagnet.be","+32 59 56 34 90","+32 59 56 34 90","https://www.battleships-cruisers.co.uk/belgian_navy.htm","https://edmo.seadatanet.org/report/428","51.2244","2.925"
"429","Royal Belgian Institute of Natural Sciences, Management Unit of North Sea and Scheldt Estuary Mathematical Models, Ostend","RBINS, Beheerseenheid van het Mathematisch Model van de Noordzee en het Schelde-estuarium, Oostende","RBINS-MUMM-Ostend","c/o Mijnenbestrijdingsschool","3e en 23e Linieregimentsplein","8400","Oostende"," ","Belgium","bmmost@mumm.ac.be","+32 59 24 20 50","+32 59 70 49 35","http://www.mumm.ac.be","https://edmo.seadatanet.org/report/429","51.2229","2.92372"
"430","Vrije Universiteit Brussels, Faculty of Sciences, Department of Chemistry, Laboratory of Analytical and Environmental Chemistry"," ","VUB-ANCH","boulevard de la Plaine/Pleinlaan 2"," ","1050","Brussels"," ","Belgium","wbaeyens@vub.ac.be","+32 2 629 32 75","+32 2 629 32 74","http://www.vub.ac.be/ANCH/","https://edmo.seadatanet.org/report/430","50.8219","4.39361"
"431","Royal Belgian Institute of Natural Sciences, Management Unit of North Sea and Scheldt Estuary Mathematical Models","Unit� de Gestion du Mod�le Math�matique de la mer du Nord et de l'estuaire de l'Escaut/Beheerseenheid van het Mathematische Model van de Noordzee en het Schelde-estuarium","RBINS-MUMM","Gulledelle 100"," ","1200","Brussels"," ","Belgium","info@mumm.ac.be","+32 2 773 21 11","+32 2 770 69 72","http://www.mumm.ac.be","https://edmo.seadatanet.org/report/431","50.856","4.4256"
"432","Royal Belgian Institute of Natural Sciences","Institut Royal des Sciences Naturelles de Belgique/Koninklijk Belgisch Instituut van Natuurwetenschappen","RBINS (IRScNB/KBIN)","Vautierstraat 29"," ","1000","Brussels"," ","Belgium","info@naturalsciences.be","+32 2 627 42 11"," ","http://www.naturalsciences.be/","https://edmo.seadatanet.org/report/432","50.8364","4.3764"
"438","Vrije Universiteit Brussel, Laboratory of Ecology and Systematics"," "," ","Campus OefenpleinPleinlaan 2"," ","B-1050","Brussels"," ","Belgium","ndaro@vub.ac.be","+32 2 629 34 05","+32 2 629 34 03","http://we.vub.ac.be/~dbio/","https://edmo.seadatanet.org/report/438"," "," "
"443","Universit� Libre de Bruxelles, Ecology of Aquatic systems"," "," ","Boulevard du Triomphe/Triomflaan, CP 221"," ","1050","Brussels"," ","Belgium","lancelot@ulb.ac.be","+32 2 650 59 89","+32 2 650 59 93","http://esa.ulb.ac.be/","https://edmo.seadatanet.org/report/443","50.8187","4.39849"
"444","Ghent University, Laboratory of Physical Geography, Research Unit of Marine and Coastal Geomorphology"," "," ","RUMACOGGhent UniversityGeography DepartmentKrijgslaan 281-S8"," ","B-9000","Gent"," ","Belgium","stephen@selifa.rug.ac.be","+32 9 264 46 95","+32 9 264 49 70"," ","https://edmo.seadatanet.org/report/444","51.0239","3.7111"
"1149","UNESCO, Intergovernmental Oceanographic Commission Project Office for IODE","UNESCO, Intergovernmental Oceanographic Commission Project Office for IODE","IOC-IODE","Jacobsenstraat 1"," ","B-8400","Oostende"," ","Belgium","p.pissierssens@unesco.org"," "," ","https://www.iode.org/","https://edmo.seadatanet.org/report/1149","51.2327","2.9398"
"191","Institute of Fishery Resources "," ","IFR","4 Primorski BlvdP.O. Box 72"," ","9000","Varna"," ","Bulgaria","vvmihneva@yahoo.com","+359 52 632066","+359 52 632066","http://www.ifrvarna.com","https://edmo.seadatanet.org/report/191","43.2012","27.9226"
"192","Laboratory of Marine Ecology-Central Laboratory of General Ecology"," "," ","2 Gagarin Str."," ","1113","Sofia"," ","Bulgaria"," ","+359 2 871 71 95","+359 2 870 54 98","http://www.ecolab.bas.bg","https://edmo.seadatanet.org/report/192"," "," "
"692","Bulgarian National Oceanographic Data Centre , Institute of Oceanology"," ","BGODC","40 Parvi may str.PO BOX 152"," ","9000","Varna"," ","Bulgaria","bgodc@io-bas.bg","+359 52 370 486","+359 52 370 483","http://www.bgodc.io-bas.bg","https://edmo.seadatanet.org/report/692","43.1755","27.9086"
"961","National Institute of Meteorology and Hydrology"," "," ","66 Tsarigradsko schausse"," ","1784","Sofia"," ","Bulgaria","office@meteo.bg","+359 2 9753986","+359 2 9880380","http://www.weather.bg","https://edmo.seadatanet.org/report/961","42.6551","23.3835"
"1032","Black Sea Basin Directorate"," "," ","33 Alexander Diakovich street"," ","9000","Varna"," ","Bulgaria","bdvarna@bsbd.org","++359 52 631447","++359 52 631448","https://www.bsbd.org/?URI=","https://edmo.seadatanet.org/report/1032","43.2031","27.9042"
"1165","Black Sea NGO Network"," "," ","Regional OfficeP.O.Box 91, 2 Dr. L. Zamenhof Str., fl. 2"," ","9000","Varna"," ","Bulgaria","bsnn@bsnn.org","+359 52 615856","+359 52 602047","https://www.bsnn.org/","https://edmo.seadatanet.org/report/1165","43.2028","27.9151"
"4727","Marine Sound","NPO Morski Zvuci"," ","Edelvajs str. 5"," "," ","Nesebar"," ","Bulgaria","emonafarm@abv.bg"," "," ","http://www.morskizvuci.org","https://edmo.seadatanet.org/report/4727","42.6617","27.7124"
"4729","Black Sea-Danube Coastal Association for Research and Development"," ","BDCA","Hi-Tech Business Incubator BuildingAsparuhovo p.o.b.87"," ","9003","Varna"," ","Bulgaria"," "," "," ","http://www.bdcabg.org/index.php/bg/","https://edmo.seadatanet.org/report/4729"," "," "
"4730","GeoMarine Ltd.","GeoMarine Ltd."," ","99, James Bourchier blvd.  floor 1"," ","1407","Sofia"," ","Bulgaria","office@geomarine-bg.com","+(359 2) 439 1062, +(359 2) 439 1063, +(359 2) 439 1064"," ","http://geomarine-bg.com/","https://edmo.seadatanet.org/report/4730","42.6703","23.3146"
"1739","Executive Agency "Maritime administration"","Executive Agency "Maritime administration""," ","5 Primorsky Blvd."," ","9000","varna"," ","Bulgaria","bma@marad.bg","+0359 52 684 920","+359 52 602 378","http://www.marad.bg","https://edmo.seadatanet.org/report/1739","43.1972","27.9053"
"1843","Institute of Oceanology, Bulgarian Academy of Sciences "," ","IO-BAS","40 Parvi may str.PO Box 152"," ","9000","Varna"," ","Bulgaria","office@io-bas.bg","+359 52370486","+359 52370483","http://io-bas.bg/","https://edmo.seadatanet.org/report/1843","43.1755","27.9086"
"2230","University of Mining and Geology, Saint Ivan Rilski","University of Mining and Geology, Saint Ivan Rilski "," ","Students Town"," ","1700","Sofia"," ","Bulgaria","simeon44@yahoo.co.uk","+359 2 8687311","+359 2 9624940","http://www.mgu.bg","https://edmo.seadatanet.org/report/2230","42.6945","23.313"
"3429","Institute of Biodiversity and Ecosystem Research, Bulgarian Academy of Sciences","Institute of Biodiversity and Ecosystem Research, Bulgarian Academy of Sciences","IBER - BAS","2, Y. Gagarin Str"," ","1113","Sofia"," ","Bulgaria"," ","+359 2 8717195"," ","http://www.iber.bas.bg","https://edmo.seadatanet.org/report/3429"," "," "
"5024","Pudos","Pudos"," ","Triaditsa street 4"," ","1000","Sofia"," ","Bulgaria"," ","+359(0)29406251"," ","https://pudoos.bg","https://edmo.seadatanet.org/report/5024","42.6986","23.3245"
"5027","Union of Bulgarian Black Sea Local Authorities","&#x410,&#x441,&#x43E,&#x446,&#x438,&#x430,&#x446,&#x438,&#x44F, &#x43D,&#x430, &#x411,&#x44A,&#x43B,&#x433,&#x430,&#x440,&#x441,&#x43A,&#x438,&#x442,&#x435, &#x427,&#x435,&#x440,&#x43D,&#x43E,&#x43C,&#x43E,&#x440,&#x441,&#x43A,&#x438, &#x41E,&#x431,&#x449"," ","4 Preslav str."," ","9000","Varna"," ","Bulgaria","office@ubbsla.org","+359 52 600266","+359 52 600266","http://www.ubbsla.org","https://edmo.seadatanet.org/report/5027","43.1989","27.9151"
"5031","Petro Celtic Varna Office"," "," ","26 Slivnitsa Blvd.floor 10"," ","9002","Varna"," ","Bulgaria","info@petroceltic.com","+359 52 699 556"," ","https://sunnyhillenergy.com/","https://edmo.seadatanet.org/report/5031","43.2232","27.8922"
"5674","National Institute of Geophysics, Geodesy and Geography","National Institute of Geophysics, Geodesy and Geography","NIGGG"," "," ","1113","Sofia","Sofia","Bulgaria","office@geophys.bas.bg","+359 2 979 3322"," ","http://www.niggg.bas.bg/en/#","https://edmo.seadatanet.org/report/5674","42.7405","23.3641"
"249","Department of Fisheries and Marine Research, Division of Marine Biology and Ecology"," ","DFMR","101 Vithleem Street"," ","2033","Nicosia"," ","Cyprus","director@dfmr.moa.gov.cy","+357-22807807","+357-22775955","http://www.moa.gov.cy/moa/dfmr/dfmr.nsf/index_en/index_en?OpenDocument","https://edmo.seadatanet.org/report/249","35.1198","33.3623"
"711","Cyprus Oceanography Center"," ","OC-UCY","University of Cyprus P.O. BOX 20537"," ","1678","Nicosia"," ","Cyprus","gzodiac@ucy.ac.cy","+357-22893988-82-83","+357-22895051","http://www.oceanography.ucy.ac.cy","https://edmo.seadatanet.org/report/711","35.09","33.25"
"4537","ORION"," ","ORION","15 Pente Pigadia street"," ","1076","Nicosia"," ","Cyprus","orionas.research@gmail.com","+357 99462162"," ","http://www.orioncyprus.org/","https://edmo.seadatanet.org/report/4537","35.1593","33.3661"
"4584","Department of Labour Inspection, Ministry of Labour and Social Insurance"," "," ","12 Apellis str."," ","1080","Nicosia"," ","Cyprus"," ","+357-22405623","+357-22663788","http://www.mlsi.gov.cy/mlsi/dli/dliup.nsf/pageh6_en/pageh6_en?OpenDocument","https://edmo.seadatanet.org/report/4584","35.1588","33.3507"
"4842","Isotech Ltd, Environmental Research and Consultancy","ISOTECH Ltd, Environmental Research and Consultancy","ISOTECH","95 Kyrenias, Platy Aglantzias"," ","2113","Nicosia"," ","Cyprus","info@isotech.com.cy","+357 22452727"," ","https://www.isotech.com.cy/","https://edmo.seadatanet.org/report/4842","35.1494","33.3934"
"5030","Union of Cyprus Municipalities","&#904,&#957,&#969,&#963,&#951, &#916,&#942,&#956,&#969,&#957, &#922,&#973,&#960,&#961,&#959,&#965,"," ","78, Rigainis Str."," ","CY-1010","Nicosia"," ","Cyprus","endeky@cytanet.com.cy","+357 22 445170","+357 22 677230","http://ucm.org.cy/","https://edmo.seadatanet.org/report/5030","35.1731","33.3574"
"5516","Cyprus Subsea Consulting and Services"," ","CSCS","34A Paragogikotitas, Lakatamia"," "," ","Nicosia"," ","Cyprus","info@cyprus-subsea.com"," "," ","https://cyprus-subsea.com","https://edmo.seadatanet.org/report/5516","35.0995","33.3308"
"5551","MEYDAN Solutions LTD","MEYDAN Solutions LTD"," ","64-66 Everest,  Industrial Area"," ","7100","Larnaca"," ","Cyprus","info@meydansolutions.com","0035724533168"," "," ","https://edmo.seadatanet.org/report/5551","34.9314","33.5892"
"5650","AKTI Project and Research Centre","AKTI Project and Research Centre","AKTI","95 Kyrenias, Platy Aglantzias"," ","2113","Nicosia"," ","Cyprus","akti@akti.org.cy","+35722458485"," ","http://www.akti.org.cy","https://edmo.seadatanet.org/report/5650","35.1495","33.3936"
"5249","Nature and Biodiversity Conservation Union, Marine Conservation Office","Naturschutzbund Deutschland e.V., Projektb�ro Meeresschutz"," ","Muehlenstr. 53"," ","18439","Stralsund","Mecklenburg-West Pomerania","Germany","Nils.Moellmann@NABU.de","+49 (0) 30-284984-1631"," "," ","https://edmo.seadatanet.org/report/5249","54.3159","13.0889"
"5435","Max Planck Institute for Marine Microbiology"," "," ","Celsi�usstrasse 1"," ","D-28359","Bremen"," ","Germany","contact@mpi-bremen.de","+49 421 2028 5151"," ","https://www.mpi-bremen.de/","https://edmo.seadatanet.org/report/5435","53.1097","8.8476"
"5501","Helmholtz Centre for Ocean Research Kiel (eastshore campus)","Helmholtz, Zentrum f�r Ozeanforschung Kiel (eastshore campus)","GEOMAR","Wischhofstr. 1-3"," ","D-24148","Kiel"," ","Germany","info@geomar.de","+49-431 600-0"," ","https://www.geomar.de/en","https://edmo.seadatanet.org/report/5501"," "," "
"94","University of Bremen, Department of Tracer-Oceanography","Institut f�r Umweltphysik Bremen"," ","Institute of Environmental PhysicsNW1 Otto-Hahn-Allee 1"," ","28359","Bremen","Bremen","Germany","iup@uni-bremen.de","+49 421 218 4065","+ 49 421 218 4555"," ","https://edmo.seadatanet.org/report/94","53.1048","8.8496"
"97","German Climate Computer Centre, Max-Planck-Institute of Meteorology, Dept. Models and Data"," "," ","Bundesstrasse 55"," ","20146","Hamburg"," ","Germany","sekretariat@dkrz.de","+49 40 41173 - 334","+49 40 41173 - 270","http://www.dkrz.de/forschung/project/cerahome.html","https://edmo.seadatanet.org/report/97"," "," "
"100","Leibniz Institute for Baltic Sea Research Warnem�nde","Leibniz-Institut f�r Ostseeforschung Warnem�nde","IOW","Seestrasse 15"," ","18119","Rostock"," ","Germany","postmaster@io-warnemuende.de","+49 381 5197-0","+49 381 5197 440","https://www.io-warnemuende.de/en_index.html","https://edmo.seadatanet.org/report/100","54.1798","12.0798"
"101","Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research, Wadden Sea Station Sylt","Alfred-Wegener-Institut Helmholtz-Zentrum f�r Polar- und Meeresforschung, Wattenmeerstation Sylt","AWI","Hafenstrasse 43"," ","25992","List / Sylt"," ","Germany"," "," "," "," ","https://edmo.seadatanet.org/report/101","55.0205","8.4382"
"102","Office of Schleswig-Holstein Wadden Sea National Park","Nationalparkamt  Schleswig-Holsteinisches Wattenmeer"," ","Schlossgarten 1"," ","25832","Toenning"," ","Germany"," ","+49  48 61616 - 0"," ","http://cwss.www.de/TMAP/Data-Unit/Data.html","https://edmo.seadatanet.org/report/102","54.3147","8.9413"
"104","State Office for Water Economy and Shore, Schleswig-Holstein, Kiel","Landesamt f�r Wasserhaushalt und K�sten, Schleswig-Holstein, Kiel"," ","Saarbr�ckenstrasse 38"," ","24114","Kiel"," ","Germany"," ","0431-66490"," "," ","https://edmo.seadatanet.org/report/104"," "," "
"106","Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research, Geophysics Department","Alfred-Wegener-Institut Helmholtz-Zentrum f�r Polar- und Meeresforschung","AWI","ColumbuscenterB�rgermeister-Smidt-Stra�e 20"," ","27568","Bremerhaven"," ","Germany"," "," "," "," ","https://edmo.seadatanet.org/report/106","53.5475","8.5728"
"115","GEOMAR Research Centre for Marine Geosciences"," "," ","Wischhofstrasse 1-3"," ","24148","Kiel"," ","Germany","inapplicable"," "," ","http://www.geomar.de","https://edmo.seadatanet.org/report/115"," "," "
"117","Federal Maritime and Hydrographic Agency, Dept. Oceanography","Bundesamt f�r Seeschifffahrt und Hydrographie, Ref. Physik des Meeres"," ","Bernhard-Nocht-Str. 78"," ","20359","Hamburg"," ","Germany","dod@bsh.de","+49 40 3190 3200","+49 40 3190 5000","http://www.bsh.de/","https://edmo.seadatanet.org/report/117","53.5471","9.968"
"988","Federal Institute of Hydrology ","Bundesanstalt fur Gewasserkunde","BfG","Am Mainzer Tor 1D-56068 Koblenz"," ","56068","Koblenz"," ","Germany","posteingang@bafg.de","+49 (0)261 1306 0","+49 (0)261 1306 5302","http://www.bafg.de","https://edmo.seadatanet.org/report/988","50.3497","7.5996"
"989","Federal Research Centre for Fisheries (Cuxhaven)","Bundesforschungsanstalt fuer Fischerei"," ","BFAFi, Institut fuer Fischereioekologie, Deichstrasse 12"," ","27472","Cuxhaven"," ","Germany","t.lang@t-online.de","04721-38035"," ","http://www.bfa-fisch.de","https://edmo.seadatanet.org/report/989"," "," "
"990","Federal Research Centre for Fisheries (Hamburg)","Bundesforschungsanstalt fuer Fischerei"," ","Palmaille 9"," ","22767","Hamburg"," ","Germany","info@ish.bfa-fisch.de","(+49) 40 38905-0","+49) 40 38905-200","http://www.bfa-fisch.de","https://edmo.seadatanet.org/report/990"," "," "
"991","Federal Research Centre for Fisheries Institute for Baltic Sea Fishery"," "," ","An der Jagerbak 2"," ","18069","Rostock"," ","Germany","info@ior.bfa-fisch.de","+49-381 810 -344 or -446","+49-381 810 -445"," ","https://edmo.seadatanet.org/report/991","54.1099","12.0804"
"992","The Leibniz Institute of Marine Sciences at the University of Kiel "," ","IFM-GEOMAR","Duesternbrooker Weg 20"," ","24105","Kiel"," ","Germany","ifm-geomar@ifm-geomar.de","++49-431 600-0","++49-431 600-2805","http://www.ifm-geomar.de","https://edmo.seadatanet.org/report/992"," "," "
"993","State Agency for  Environment, Nature and Geology, Mecklenburg-Vorpommern","Landesamt fuer Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern"," ","Landesamt fuer Umwelt, Naturschutz und Geologie, Goldberger Strasse 12"," ","18273","Guestrow"," ","Germany","poststelle@lung.mv-regierung.de","++49 3843 / 777 - 0","++49 3843 / 777 - 106","http://www.lung.mv-regierung.de","https://edmo.seadatanet.org/report/993","53.7831","12.1777"
"994","Elbe River Water Authority","Wasserguetestelle Elbe"," ","Wasserguetestelle Elbe, Nessdeich 120-121"," ","21129","Hamburg"," ","Germany","thomas.gaumert@arge-elbe.de","++49 40 - 42854 7770","++49 40 - 42854 7778"," ","https://edmo.seadatanet.org/report/994","53.5341","9.8629"
"1151","Max-Planck Institute for Marine Microbiology","Max-Planck Institute for Marine Microbiology"," ","Department for Molecular EcologyMicrobial Genoms GroupCelsiusstrasse 1"," ","28359","Bremen"," ","Germany"," "," "," ","https://www.mpi-bremen.de/Max-Planck-Institut-fuer-Marine-Mikrobiologie-in-Bremen.html","https://edmo.seadatanet.org/report/1151","53.1097","8.8464"
"1156","University of Hamburg, Institute of Oceanography","Universit�t Hamburg, Institut f�r Meereskunde","IfM","Bundesstr. 53"," ","20146","Hamburg"," ","Germany"," ","+49 40 42838-2605","+49 40 42838-7488","http://www.ifm.uni-hamburg.de","https://edmo.seadatanet.org/report/1156","53.568","9.97525"
"1160","Institute for Marine Science, University of Kiel","Institut f�r Meereskunde an der Universit�t Kiel","IFM","Duesternbrooker Weg 20"," ","24105","Kiel"," ","Germany","inapplicable","(+49) 431 55973916"," ","http://www.ifm-geomar.de","https://edmo.seadatanet.org/report/1160"," "," "
"1178","Waterways and Shipping Office Cuxhaven","Wasser- und Schifffahrtsamt Cuxhaven"," ","Am Alten Hafen 2"," ","27472","Cuxhaven","Niedersachsen","Germany","poststelle-cux@cux.wsd-nord.de","+49 4721 567 0","+49 4721 567 103","http://www.wsv.de/wsa-cux/","https://edmo.seadatanet.org/report/1178","53.8693","8.7057"
"1181","State Agency for Nature and Environment of Schleswig Holstein ","Landesamt f�r Natur und Umwelt, Schleswig-Holstein","LANU","Hamburger Chaussee 25"," ","24220","Flintbek"," ","Germany","infonet@lanu.landsh.de","+49 4347 704-0","+49 4347 704 102","http://www.umwelt.schleswig-holstein.de/servlet/is/1/","https://edmo.seadatanet.org/report/1181"," "," "
"1324","Senckenberg by the Sea, Wilhelmshaven","Senckenberg am Meer, Wilhelmshaven","SaM","S�dstrand 40 and  S�dstrand 44"," ","26382","Wilhelmshaven"," ","Germany","mefo@senckenberg.de, dzmb@senckenberg.de","+49 4421  9475 0","+49 4421  9475 222","http://www.senckenberg.de/root/index.php?page_id=144&standort=true&standortID=4","https://edmo.seadatanet.org/report/1324","53.5099","8.1222"
"1325","GKSS Research Center","Forschungszentrum Geesthacht GmbH"," ","Max-Planck-Stra�e 1 "," ","21502","Geesthacht"," ","Germany","arndt@gkss.de","+49 4152 87 1533","+49 4152 87 2020","http://www.gkss.de","https://edmo.seadatanet.org/report/1325"," "," "
"1326","Institute of Biochemistry and Food Chemistry, University Hamburg","Institut f�r Biochemie u. Lebensmittelchemie der Universit�t Hamburg"," ","Martin-Luther-King-Pl.6"," ","20146","Hamburg"," ","Germany","mon@uni-hamburg.de","+49 40 42838 5733","+49 40 42838 4243","http://www.chemie.uni-hamburg.de/lc/index_e.html","https://edmo.seadatanet.org/report/1326","53.5681","9.9795"
"1327","Lower Saxony Water Management, Coastal Defense and Nature Conservation Agency","Nieders�chsischer Landesbetrieb  f�r Wasserwirtschaft, K�sten- und Naturschutz"," ","Am Sportplatz 23"," ","26506","Norden","Lower Saxony","Germany","Poststelle@nlwkn-nor.niedersachsen.de","+49 4931 947 0","+49 4931 947 222","https://www.nlwkn.niedersachsen.de/startseite/","https://edmo.seadatanet.org/report/1327","52.1756","9.9597"
"1328","State Office of Ecology of Lower Saxony","Nieders�chsisches Landesamt f�r �kologie"," ","An der Scharlake 39"," ","31135","Hildesheim"," ","Germany","Poststelle@nlwkn-hi.niedersachsen.de","+49 5121  509 0","+ 49 5121  509 196","http://www.nlwkn.de","https://edmo.seadatanet.org/report/1328"," "," "
"1329","Weser River Management Bureau","Wasserg�testelle Weser im Nieders�chsischen Landesamt f�r �kologie"," ","An der Scharlake 39"," ","31135","Hildesheim"," ","Germany","info@fgg-weser.de","+49 5121 509 712","+49 5121 509 196","https://www.fgg-weser.de/","https://edmo.seadatanet.org/report/1329","52.1757","9.9598"
"1365","German Research Foundation ","Deutsche Forschungsgemeinschaft","DFG","Kennedyallee 40"," ","53175","Bonn"," ","Germany","postmaster@dfg.de","+49 228-885-1",":+49 228-885-2777","http://www.dfg.de","https://edmo.seadatanet.org/report/1365","50.7013","7.15002"
"1368","Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research","Alfred-Wegener-Institut Helmholtz-Zentrum f�r Polar- und Meeresforschung","AWI","Am Handelshafen 12"," ","D-27570","Bremerhaven"," ","Germany","folke.mehrtens@awi.de"," "," ","https://www.awi.de/","https://edmo.seadatanet.org/report/1368","53.5336","8.5795"
